id,edad_cliente,genero_cliente,ingresos,puntos,tiempo_membresia,num_compras,categoria_preferida,ultima_compra,ventas_total,transacciones,items_total,ticket_prom
730,19,Masculino,85349,77,8,29,Hogar,38104,NA,NA,NA,NA
731,53,Femenino,52855,12,5,33,Alimentos,44409,NA,NA,NA,NA
732,29,Otro,66264,85,2,8,Electrónica,7433,NA,NA,NA,NA
733,49,Masculino,56707,6,8,29,Electrónica,60453,NA,NA,NA,NA
734,23,Otro,66886,7,6,40,Electrónica,32264,NA,NA,NA,NA
735,38,Otro,115537,10,7,25,Ropa,63299,NA,NA,NA,NA
736,52,Femenino,130875,76,10,14,Ropa,97939,NA,NA,NA,NA
737,28,Masculino,104971,74,4,10,Ropa,29717,NA,NA,NA,NA
738,18,Femenino,136320,52,5,42,Electrónica,89119,NA,NA,NA,NA
739,61,Masculino,113380,27,2,17,Electrónica,1775,NA,NA,NA,NA
740,62,Femenino,119083,18,4,28,Electrónica,31778,NA,NA,NA,NA
741,50,Femenino,50944,24,3,36,Electrónica,12122,NA,NA,NA,NA
742,45,Otro,30738,38,7,5,Hogar,144,NA,NA,NA,NA
743,64,Masculino,132277,81,5,30,Deportes,50524,NA,NA,NA,NA
744,56,Masculino,90816,20,10,35,Electrónica,80816,NA,NA,NA,NA
745,30,Femenino,64288,93,9,43,Alimentos,82585,NA,NA,NA,NA
746,60,Masculino,34657,99,10,3,Electrónica,9833,NA,NA,NA,NA
747,26,Masculino,44725,40,10,17,Alimentos,30742,NA,NA,NA,NA
748,57,Femenino,58696,69,4,29,Alimentos,57087,NA,NA,NA,NA
749,22,Masculino,73023,30,1,19,Hogar,6617,NA,NA,NA,NA
750,41,Otro,74985,68,8,21,Electrónica,12396,NA,NA,NA,NA
751,63,Masculino,37201,60,6,46,Alimentos,9096,NA,NA,NA,NA
752,31,Masculino,85928,10,2,40,Hogar,341,NA,NA,NA,NA
753,28,Otro,129367,4,1,44,Electrónica,55961,NA,NA,NA,NA
754,52,Masculino,49342,77,7,29,Alimentos,62286,NA,NA,NA,NA
755,61,Masculino,59583,11,8,27,Ropa,74456,NA,NA,NA,NA
756,30,Femenino,111050,61,10,32,Electrónica,21388,NA,NA,NA,NA
757,19,Femenino,129687,78,3,43,Hogar,67967,NA,NA,NA,NA
758,35,Masculino,94896,36,6,4,Hogar,10223,NA,NA,NA,NA
759,64,Otro,130443,29,1,17,Hogar,83567,NA,NA,NA,NA
760,27,Masculino,80545,63,6,46,Deportes,57598,NA,NA,NA,NA
761,47,Masculino,112510,1,2,10,Hogar,6182,NA,NA,NA,NA
762,57,Masculino,145190,42,9,8,Deportes,97183,NA,NA,NA,NA
763,63,Masculino,115204,12,2,19,Hogar,91059,NA,NA,NA,NA
764,61,Femenino,116123,96,2,27,Deportes,84495,NA,NA,NA,NA
765,40,Otro,108344,87,2,13,Electrónica,89228,NA,NA,NA,NA
766,41,Otro,74198,84,1,50,Ropa,6051,NA,NA,NA,NA
767,45,Masculino,62582,1,6,46,Ropa,29811,NA,NA,NA,NA
768,33,Masculino,92798,80,3,44,Alimentos,36785,NA,NA,NA,NA
769,19,Masculino,85583,61,5,43,Deportes,31635,NA,NA,NA,NA
770,61,Masculino,32692,18,8,28,Alimentos,70933,NA,NA,NA,NA
771,55,Masculino,53069,3,10,43,Ropa,77797,NA,NA,NA,NA
772,26,Femenino,79842,78,9,5,Ropa,55741,NA,NA,NA,NA
773,51,Femenino,70099,42,7,12,Alimentos,48156,NA,NA,NA,NA
774,52,Masculino,52167,19,5,50,Hogar,96155,NA,NA,NA,NA
775,24,Masculino,51225,21,6,31,Deportes,23564,NA,NA,NA,NA
776,31,Femenino,123947,25,2,39,Alimentos,35567,NA,NA,NA,NA
777,19,Masculino,45781,93,6,43,Deportes,41299,NA,NA,NA,NA
778,46,Femenino,78023,83,7,28,Deportes,27015,NA,NA,NA,NA
779,56,Masculino,43031,56,2,15,Electrónica,83079,NA,NA,NA,NA
780,65,Masculino,80686,2,8,30,Deportes,4918,NA,NA,NA,NA
781,53,Masculino,147355,10,2,38,Hogar,8663,NA,NA,NA,NA
782,22,Masculino,118840,32,9,9,Electrónica,81914,NA,NA,NA,NA
783,39,Masculino,71987,42,5,35,Ropa,19661,NA,NA,NA,NA
784,47,Masculino,64229,74,5,22,Alimentos,43895,NA,NA,NA,NA
785,45,Femenino,88366,22,10,24,Electrónica,25364,NA,NA,NA,NA
786,30,Masculino,43192,61,1,27,Deportes,61439,NA,NA,NA,NA
787,57,Masculino,56547,65,10,43,Alimentos,68683,NA,NA,NA,NA
788,33,Masculino,38558,71,8,22,Hogar,22373,NA,NA,NA,NA
789,25,Femenino,52575,77,5,13,Ropa,11222,NA,NA,NA,NA
790,61,Masculino,96409,66,1,32,Deportes,67493,NA,NA,NA,NA
791,59,Femenino,97756,89,6,3,Hogar,31874,NA,NA,NA,NA
792,18,Masculino,140475,38,8,7,Deportes,44242,NA,NA,NA,NA
793,63,Femenino,123481,26,1,26,Hogar,38651,NA,NA,NA,NA
794,50,Masculino,103921,58,2,3,Electrónica,68732,NA,NA,NA,NA
795,33,Femenino,45432,11,4,42,Electrónica,99034,NA,NA,NA,NA
796,47,Masculino,92114,17,7,8,Hogar,99715,NA,NA,NA,NA
797,47,Masculino,86651,54,3,49,Hogar,67841,NA,NA,NA,NA
798,68,Masculino,44597,3,1,36,Deportes,74373,NA,NA,NA,NA
799,25,Masculino,107042,27,1,32,Ropa,64879,NA,NA,NA,NA
800,35,Masculino,114874,40,3,15,Deportes,33355,NA,NA,NA,NA
801,61,Masculino,69791,33,8,1,Deportes,16539,NA,NA,NA,NA
802,51,Masculino,107033,96,3,42,Alimentos,99217,NA,NA,NA,NA
803,64,Masculino,127745,72,2,11,Alimentos,19217,NA,NA,NA,NA
804,59,Femenino,58656,47,6,6,Alimentos,24607,NA,NA,NA,NA
805,51,Femenino,97660,3,7,30,Deportes,14566,NA,NA,NA,NA
806,49,Masculino,69864,92,10,25,Alimentos,52278,NA,NA,NA,NA
807,24,Masculino,68172,6,1,28,Ropa,4453,NA,NA,NA,NA
808,33,Masculino,127302,43,1,40,Alimentos,78552,NA,NA,NA,NA
809,46,Masculino,91845,35,8,49,Electrónica,53723,NA,NA,NA,NA
810,35,Masculino,83547,27,7,40,Electrónica,57008,NA,NA,NA,NA
811,27,Femenino,78001,50,5,17,Hogar,11703,NA,NA,NA,NA
812,53,Masculino,76842,73,6,35,Hogar,70161,NA,NA,NA,NA
813,19,Masculino,68304,9,10,28,Deportes,86457,NA,NA,NA,NA
814,56,Masculino,145028,2,10,32,Hogar,84956,NA,NA,NA,NA
815,53,Femenino,58486,87,8,23,Hogar,40935,NA,NA,NA,NA
816,50,Masculino,143612,71,9,28,Alimentos,37269,NA,NA,NA,NA
817,37,Femenino,115734,87,2,50,Alimentos,6464,NA,NA,NA,NA
818,69,Masculino,129445,32,3,6,Hogar,4219,NA,NA,NA,NA
819,46,Masculino,58692,2,9,22,Hogar,23066,NA,NA,NA,NA
820,52,Masculino,73723,69,10,19,Deportes,32192,NA,NA,NA,NA
821,41,Masculino,37547,72,3,24,Alimentos,89746,NA,NA,NA,NA
822,26,Femenino,34901,31,7,9,Alimentos,6678,NA,NA,NA,NA
823,69,Masculino,85068,54,6,24,Deportes,84668,NA,NA,NA,NA
824,38,Femenino,81244,57,5,3,Hogar,30159,NA,NA,NA,NA
825,30,Femenino,121358,16,1,2,Electrónica,1227,NA,NA,NA,NA
826,48,Masculino,111795,41,9,17,Alimentos,11619,NA,NA,NA,NA
827,62,Masculino,88975,58,6,24,Deportes,92121,NA,NA,NA,NA
828,34,Masculino,43316,72,7,13,Electrónica,27488,NA,NA,NA,NA
829,37,Masculino,112949,33,8,40,Hogar,42407,NA,NA,NA,NA
830,28,Masculino,136418,17,5,17,Hogar,76553,NA,NA,NA,NA
831,43,Femenino,76811,26,1,33,Hogar,8365,NA,NA,NA,NA
832,69,Masculino,81964,22,1,3,Hogar,8392,NA,NA,NA,NA
833,43,Femenino,85487,71,7,49,Deportes,62526,NA,NA,NA,NA
834,38,Masculino,101111,98,8,35,Ropa,73801,NA,NA,NA,NA
835,41,Femenino,68147,75,2,33,Alimentos,55335,NA,NA,NA,NA
836,30,Masculino,42089,29,3,3,Hogar,53652,NA,NA,NA,NA
837,69,Femenino,106629,4,7,9,Alimentos,44322,NA,NA,NA,NA
838,57,Masculino,98928,80,3,33,Electrónica,93498,NA,NA,NA,NA
839,43,Masculino,90687,9,5,24,Deportes,53125,NA,NA,NA,NA
840,58,Femenino,68764,96,6,31,Alimentos,72366,NA,NA,NA,NA
841,40,Masculino,125996,64,6,15,Ropa,58395,NA,NA,NA,NA
842,33,Femenino,96916,23,6,12,Deportes,37349,NA,NA,NA,NA
843,50,Masculino,149578,28,2,39,Hogar,83934,NA,NA,NA,NA
844,43,Masculino,140638,62,10,18,Hogar,7852,NA,NA,NA,NA
845,45,Femenino,57615,30,5,15,Electrónica,99809,NA,NA,NA,NA
846,60,Masculino,61376,97,8,9,Electrónica,79384,NA,NA,NA,NA
847,22,Masculino,134801,47,1,49,Alimentos,29292,NA,NA,NA,NA
848,60,Masculino,111784,31,1,14,Ropa,12212,NA,NA,NA,NA
849,56,Femenino,86142,87,7,8,Deportes,29196,NA,NA,NA,NA
850,48,Femenino,126398,19,1,18,Ropa,31108,NA,NA,NA,NA
851,51,Masculino,59566,25,5,22,Alimentos,84703,NA,NA,NA,NA
852,64,Femenino,63123,88,1,16,Alimentos,33095,NA,NA,NA,NA
853,22,Masculino,120644,75,1,4,Ropa,45611,NA,NA,NA,NA
854,27,Femenino,40595,84,6,15,Alimentos,26876,NA,NA,NA,NA
855,18,Masculino,30102,35,2,6,Deportes,73927,NA,NA,NA,NA
856,45,Masculino,135627,67,2,46,Alimentos,52416,NA,NA,NA,NA
857,19,Femenino,90561,75,10,23,Hogar,86623,NA,NA,NA,NA
858,67,Masculino,115470,56,4,6,Ropa,15174,NA,NA,NA,NA
859,22,Masculino,62752,2,10,22,Electrónica,46936,NA,NA,NA,NA
860,22,Masculino,46866,3,7,46,Electrónica,73744,NA,NA,NA,NA
861,21,Masculino,145884,3,4,25,Hogar,67693,NA,NA,NA,NA
862,20,Masculino,79899,64,7,46,Ropa,1299,NA,NA,NA,NA
863,42,Masculino,77292,73,10,43,Alimentos,78766,NA,NA,NA,NA
864,41,Masculino,92371,28,10,48,Electrónica,59496,NA,NA,NA,NA
865,57,Masculino,106632,26,1,17,Alimentos,61098,NA,NA,NA,NA
866,22,Masculino,48068,57,2,24,Electrónica,68302,NA,NA,NA,NA
867,68,Masculino,35122,72,6,33,Deportes,98384,NA,NA,NA,NA
868,51,Masculino,83467,83,1,19,Ropa,3088,NA,NA,NA,NA
869,49,Femenino,61376,47,5,16,Hogar,24125,NA,NA,NA,NA
870,57,Masculino,112212,6,6,44,Hogar,31264,NA,NA,NA,NA
871,57,Femenino,128481,86,10,40,Hogar,72715,NA,NA,NA,NA
872,63,Masculino,33546,18,9,31,Deportes,1918,NA,NA,NA,NA
873,42,Femenino,127546,54,1,31,Ropa,48472,NA,NA,NA,NA
874,35,Masculino,121037,70,1,28,Alimentos,30408,NA,NA,NA,NA
875,25,Femenino,76606,99,10,32,Hogar,4724,NA,NA,NA,NA
876,60,Masculino,120195,68,9,26,Deportes,60021,NA,NA,NA,NA
877,51,Femenino,127950,27,3,45,Hogar,41276,NA,NA,NA,NA
878,45,Femenino,51646,61,5,41,Hogar,24641,NA,NA,NA,NA
879,51,Masculino,80995,68,1,18,Deportes,86354,NA,NA,NA,NA
880,59,Masculino,97355,63,2,22,Alimentos,32918,NA,NA,NA,NA
881,47,Femenino,133264,93,2,21,Alimentos,1101,NA,NA,NA,NA
882,61,Masculino,49557,22,6,12,Ropa,67813,NA,NA,NA,NA
883,62,Masculino,97909,100,1,5,Hogar,43963,NA,NA,NA,NA
884,50,Femenino,59695,70,5,6,Ropa,24199,NA,NA,NA,NA
885,58,Masculino,149723,70,9,23,Electrónica,37459,NA,NA,NA,NA
886,26,Masculino,113532,70,7,28,Deportes,67969,NA,NA,NA,NA
887,60,Masculino,98882,38,2,28,Alimentos,94014,NA,NA,NA,NA
888,29,Masculino,149973,2,2,19,Alimentos,4371,NA,NA,NA,NA
889,33,Masculino,146269,92,6,10,Deportes,48686,NA,NA,NA,NA
890,60,Masculino,73059,77,3,31,Ropa,58115,NA,NA,NA,NA
891,22,Masculino,87909,19,7,39,Deportes,2052,NA,NA,NA,NA
892,66,Masculino,40932,5,1,48,Deportes,54606,NA,NA,NA,NA
893,24,Femenino,60763,92,5,29,Hogar,3207,NA,NA,NA,NA
894,63,Masculino,119492,25,8,40,Deportes,7581,NA,NA,NA,NA
895,27,Masculino,128640,3,5,2,Hogar,14052,NA,NA,NA,NA
896,53,Masculino,137307,34,1,26,Deportes,95212,NA,NA,NA,NA
897,32,Masculino,81701,96,9,49,Electrónica,7745,NA,NA,NA,NA
898,64,Masculino,82140,57,3,7,Hogar,9797,NA,NA,NA,NA
899,48,Masculino,134463,32,2,7,Electrónica,5351,NA,NA,NA,NA
900,52,Femenino,41544,1,10,46,Hogar,72052,NA,NA,NA,NA
901,57,Femenino,135440,46,8,3,Hogar,44246,NA,NA,NA,NA
902,55,Femenino,72193,39,2,6,Hogar,20744,NA,NA,NA,NA
903,33,Otro,106771,23,7,3,Deportes,6098,NA,NA,NA,NA
904,64,Femenino,122557,87,2,5,Alimentos,34459,NA,NA,NA,NA
905,64,Masculino,139658,77,6,26,Deportes,7197,NA,NA,NA,NA
906,25,Masculino,130604,100,4,41,Electrónica,35545,NA,NA,NA,NA
907,62,Otro,113706,19,1,13,Hogar,42768,NA,NA,NA,NA
908,59,Otro,141567,27,8,30,Deportes,9596,NA,NA,NA,NA
909,27,Femenino,89618,49,8,12,Alimentos,83105,NA,NA,NA,NA
910,55,Otro,45562,68,3,30,Alimentos,62834,NA,NA,NA,NA
911,66,Femenino,55154,93,3,19,Electrónica,68488,NA,NA,NA,NA
912,54,Masculino,69676,9,7,30,Ropa,93268,NA,NA,NA,NA
913,38,Masculino,45551,100,10,22,Electrónica,9963,NA,NA,NA,NA
914,55,Masculino,109314,72,10,47,Electrónica,43897,NA,NA,NA,NA
915,18,Otro,69502,83,6,32,Deportes,23683,NA,NA,NA,NA
916,26,Masculino,131020,23,7,22,Alimentos,84488,NA,NA,NA,NA
917,49,Otro,30523,83,4,38,Electrónica,56448,NA,NA,NA,NA
918,36,Femenino,45458,74,6,19,Alimentos,13523,NA,NA,NA,NA
919,28,Otro,57107,82,5,2,Hogar,27117,NA,NA,NA,NA
920,60,Otro,44555,84,7,28,Electrónica,67842,NA,NA,NA,NA
921,66,Masculino,122436,73,7,47,Hogar,66662,NA,NA,NA,NA
922,58,Masculino,105157,51,3,27,Ropa,34439,NA,NA,NA,NA
923,68,Masculino,107702,73,4,2,Deportes,13603,NA,NA,NA,NA
924,20,Masculino,88778,56,2,28,Alimentos,24093,NA,NA,NA,NA
925,53,Otro,32539,22,6,42,Hogar,53606,NA,NA,NA,NA
926,39,Femenino,53091,41,9,3,Alimentos,1245,NA,NA,NA,NA
927,46,Otro,46368,11,7,17,Hogar,86905,NA,NA,NA,NA
928,28,Masculino,134592,43,10,25,Ropa,55704,NA,NA,NA,NA
929,35,Masculino,48768,43,2,5,Electrónica,74674,NA,NA,NA,NA
930,42,Otro,128064,8,8,44,Alimentos,3165,NA,NA,NA,NA
931,59,Masculino,48329,6,8,26,Hogar,3676,NA,NA,NA,NA
932,31,Otro,30969,32,9,11,Deportes,56247,NA,NA,NA,NA
933,18,Masculino,117893,84,3,24,Electrónica,41327,NA,NA,NA,NA
934,47,Masculino,138152,53,2,38,Alimentos,12908,NA,NA,NA,NA
935,48,Otro,129592,2,3,26,Ropa,74846,NA,NA,NA,NA
936,51,Masculino,148784,17,1,50,Hogar,30281,NA,NA,NA,NA
937,43,Femenino,42201,76,1,50,Hogar,10648,NA,NA,NA,NA
938,64,Femenino,65498,23,5,24,Ropa,35194,NA,NA,NA,NA
939,37,Masculino,70213,84,3,37,Hogar,78553,NA,NA,NA,NA
940,56,Femenino,51736,3,9,25,Hogar,66601,NA,NA,NA,NA
941,54,Masculino,33706,64,9,1,Ropa,37193,NA,NA,NA,NA
942,36,Masculino,33087,69,7,21,Deportes,6518,NA,NA,NA,NA
943,54,Femenino,140081,100,1,25,Electrónica,3051,NA,NA,NA,NA
944,47,Femenino,37014,76,5,34,Electrónica,88018,NA,NA,NA,NA
945,65,Masculino,42779,81,5,38,Ropa,59492,NA,NA,NA,NA
946,59,Masculino,149936,80,7,37,Alimentos,4066,NA,NA,NA,NA
947,60,Femenino,111493,40,10,8,Alimentos,19034,NA,NA,NA,NA
948,21,Femenino,117520,34,3,32,Deportes,25698,NA,NA,NA,NA
949,62,Femenino,128667,37,5,17,Deportes,15062,NA,NA,NA,NA
950,45,Femenino,114390,38,3,9,Alimentos,66325,NA,NA,NA,NA
951,41,Femenino,134487,7,10,50,Electrónica,5561,NA,NA,NA,NA
952,29,Femenino,45164,54,8,45,Alimentos,91562,NA,NA,NA,NA
953,51,Masculino,104830,43,9,36,Deportes,59392,NA,NA,NA,NA
954,44,Masculino,123822,20,4,8,Electrónica,20975,NA,NA,NA,NA
955,30,Masculino,50661,89,9,22,Deportes,63037,NA,NA,NA,NA
956,60,Femenino,48802,68,1,40,Alimentos,29676,NA,NA,NA,NA
957,60,Femenino,56429,69,9,32,Alimentos,89495,NA,NA,NA,NA
958,26,Femenino,41126,37,9,44,Ropa,10064,NA,NA,NA,NA
959,38,Femenino,99054,59,6,4,Alimentos,17422,NA,NA,NA,NA
960,61,Femenino,50349,76,9,42,Ropa,9575,NA,NA,NA,NA
961,23,Femenino,60808,96,2,12,Hogar,23103,NA,NA,NA,NA
962,60,Masculino,98537,71,9,45,Alimentos,72567,NA,NA,NA,NA
963,66,Femenino,72885,1,9,33,Alimentos,65448,NA,NA,NA,NA
964,26,Femenino,109221,91,2,44,Deportes,66005,NA,NA,NA,NA
965,49,Femenino,94218,4,10,5,Electrónica,28736,NA,NA,NA,NA
966,58,Femenino,133888,92,10,14,Hogar,6283,NA,NA,NA,NA
967,46,Femenino,67361,80,6,25,Deportes,35008,NA,NA,NA,NA
968,23,Femenino,74773,16,2,42,Alimentos,62605,NA,NA,NA,NA
969,61,Femenino,38209,79,8,40,Deportes,72423,NA,NA,NA,NA
970,68,Femenino,40471,28,3,33,Alimentos,4089,NA,NA,NA,NA
971,58,Femenino,51913,14,4,21,Hogar,73363,NA,NA,NA,NA
972,41,Masculino,120294,79,5,44,Ropa,94203,NA,NA,NA,NA
973,43,Masculino,130645,34,10,5,Alimentos,83369,NA,NA,NA,NA
974,48,Femenino,75118,84,6,41,Electrónica,71137,NA,NA,NA,NA
975,49,Femenino,79546,26,5,12,Hogar,93573,NA,NA,NA,NA
976,30,Masculino,54930,12,9,13,Electrónica,72488,NA,NA,NA,NA
977,37,Masculino,100314,71,5,19,Alimentos,69274,NA,NA,NA,NA
978,45,Femenino,91381,48,8,16,Deportes,25313,NA,NA,NA,NA
979,66,Femenino,74055,100,6,17,Deportes,3187,NA,NA,NA,NA
980,45,Femenino,135047,11,9,42,Ropa,42293,NA,NA,NA,NA
981,30,Masculino,117373,32,1,49,Hogar,12935,NA,NA,NA,NA
982,59,Femenino,87884,79,9,28,Alimentos,49155,NA,NA,NA,NA
983,68,Femenino,117203,76,7,38,Electrónica,36394,NA,NA,NA,NA
984,51,Femenino,91682,27,9,49,Electrónica,99087,NA,NA,NA,NA
985,35,Femenino,82057,66,4,9,Deportes,68393,NA,NA,NA,NA
986,66,Femenino,78149,2,10,9,Hogar,57927,NA,NA,NA,NA
987,22,Masculino,80049,1,10,47,Deportes,1697,NA,NA,NA,NA
988,26,Masculino,148451,78,5,14,Alimentos,9919,NA,NA,NA,NA
989,26,Masculino,45147,93,1,32,Hogar,75058,NA,NA,NA,NA
990,31,Femenino,45695,36,2,31,Electrónica,86467,NA,NA,NA,NA
991,21,Femenino,80264,41,4,26,Deportes,45893,NA,NA,NA,NA
992,53,Femenino,83578,97,5,50,Deportes,91708,NA,NA,NA,NA
993,22,Femenino,125479,57,8,27,Hogar,13975,NA,NA,NA,NA
994,29,Femenino,64799,42,5,19,Electrónica,96726,NA,NA,NA,NA
995,60,Masculino,71923,25,2,40,Ropa,98697,NA,NA,NA,NA
996,57,Masculino,112170,57,6,1,Ropa,31364,NA,NA,NA,NA
997,23,Femenino,65337,76,10,23,Alimentos,63283,NA,NA,NA,NA
998,23,Masculino,113097,40,5,42,Deportes,7509,NA,NA,NA,NA
999,22,Femenino,113695,63,7,44,Electrónica,50516,NA,NA,NA,NA
1000,36,Femenino,90420,7,2,31,Alimentos,66926,NA,NA,NA,NA
